"PO031715_24"	"GEO012315_21"	"NA021015_30"	"YS121316_30"	"JUK07_37.1"	"JB021108_07.1"	"JB021108_48.1"	"BOR07_22"	"GEO020414_9_300"
"X6251"	-0.0175	0	0	-0.05	0	-0.04	-0.0233	NA	-0.027
"X6255"	-0.0943	-0.1071	-0.0345	NA	NA	-0.0811	-0.2308	NA	0.3066
"X6259"	NA	NA	NA	-0.0476	0	NA	NA	-0.0526	NA
"X6260"	-0.0357	0.1146	-0.0714	-0.0769	-0.0256	-0.0204	-0.0476	-0.027	-0.0286
"X6263"	-0.2541	-0.3861	0.0625	-0.3548	0.3782	-0.0991	-0.047	-0.0312	-0.2986
"X6266"	-0.2874	-0.176	-0.1321	-0.144	-0.1856	0.0656	0.1047	-0.1043	0.1667
"X6267"	-0.0407	-0.3831	-0.25	-0.5	0.0212	-0.0372	-0.3423	-0.2618	-0.2022
"X6270"	NA	NA	NA	NA	0.6531	NA	NA	NA	NA
"X6279"	0.2077	-0.1429	-0.0714	-0.0256	NA	-0.1111	-0.087	NA	-0.0526
"X6281"	-0.0943	-0.0492	-0.0345	-0.0476	NA	-0.0164	0.3534	0	0
"X6290"	0	NA	NA	-0.0526	NA	NA	NA	-0.0556	NA
"X6297"	-0.0058	-0.28	-0.25	0.4211	0.0455	0.0847	-0.36	0.0217	-0.2727
"X63"	0	-0.0323	-0.0345	-0.0769	-0.0526	-0.0345	-0.0213	-0.1053	0
"X6300"	-0.0175	NA	NA	-0.0526	NA	0	NA	0	NA
"X6302"	0.275	-0.1636	0	-0.1282	-0.0811	-0.0508	0.3534	-0.0256	-0.027
"X6303"	0.1329	-0.2075	-0.25	-0.1892	-0.1765	0.058	0.0204	-0.1429	-0.2414
"X6313"	-0.0943	0.2	-0.2	0.1852	-0.1429	0.1107	-0.2778	0.2357	-0.0588
"X6314"	NA	NA	NA	NA	-0.0811	NA	NA	NA	NA
"X6315"	0.2127	-0.1847	-0.5	-0.2242	0.4509	0.1231	-0.0909	-0.1484	0.0148
"X6317"	0.1018	0.1146	-0.0345	0	-0.0303	-0.0714	-0.2308	-0.0244	0.2195
"X6320"	-0.16	-0.0847	0	0	-0.0526	-0.0638	-0.0952	0.1667	0
"X6324"	-0.2083	0.1086	-0.2	0.2	-0.3548	-0.2157	-0.011	-0.3333	-0.1613
"X6327"	-0.08	-0.0345	0	-0.1282	-0.1176	-0.0222	-0.05	-0.1351	-0.0256
"X6339"	NA	-0.0667	NA	-0.0233	0.4667	-0.0189	0	-0.0526	NA
"X6343"	-0.0219	-0.3512	-0.2162	-0.2511	-0.3069	0.0068	-0.1115	-0.3571	-0.2706
"X6346"	-0.0357	-0.0492	0	0	0	-0.0189	-0.0435	NA	0
"X6347"	-0.0943	-0.1034	-0.1538	-0.1351	-0.2353	0.2727	-0.0222	-0.3265	-0.0286
"X6351"	-0.0175	0	0	-0.05	NA	1	-0.0256	-0.0256	NA
"X6359"	-0.08	NA	-0.0714	NA	0.0323	0.632	-0.0714	0	0
"X6361"	0	-0.0159	-0.0714	-0.0256	-0.123	0	-0.0222	0	-0.0244
"X6366"	-0.0545	-0.0877	0.6512	-0.1053	-0.0526	-0.0385	NA	-0.0256	NA
"X6367"	-0.0182	NA	0	0	0	0	0	0	0
"X6372"	0	NA	-0.0714	-0.0556	-0.0286	0	NA	-0.0556	0
"X6373"	-0.0943	-0.0023	-0.3084	-0.156	-0.0411	0.0545	0.2025	-0.25	-0.3846
"X6379"	-0.0175	-0.0667	0.6512	-0.05	0.3407	0	-0.0455	NA	-0.1176
"X638"	-0.0545	0.3642	-0.0345	NA	0	-0.0943	-0.0638	0	0
"X6380"	-0.1429	-0.28	0.1176	-0.1	0.6557	0.275	0.4725	-0.2121	-0.0526
"X6381"	-0.1154	-0.1034	-0.1111	-0.0769	0.6262	-0.1071	-0.0417	-0.1351	-0.027
"X6387"	-0.0357	0	NA	NA	-0.0526	-0.0345	-0.0638	NA	-0.027
"X6394"	NA	NA	-0.0435	0	-0.0256	0	NA	NA	0
"X6399"	-0.3182	-0.2536	-0.037	-0.1984	0.2881	0.0717	0.1506	-0.3069	-0.0843
"X6403"	-0.0175	NA	NA	NA	NA	0	NA	NA	0
"X6408"	NA	NA	NA	0	-0.0256	NA	0	-0.0526	NA
"X6409"	0.1329	-0.0385	0.4545	0.1667	0	0.6336	-0.0714	0	-0.0556
"X641"	-0.0175	-0.0323	NA	0	-0.0857	-0.0196	-0.1163	NA	NA
"X6414"	0.0508	-0.1429	-0.1111	0.4667	-0.1176	-0.16	-0.0638	0	0.4603
"X6415"	-0.0175	-0.0333	0	NA	0	-0.0811	-0.0323	-0.1176	NA
"X6418"	-0.0058	-0.1429	-0.1111	NA	-0.05	-0.0189	-0.0417	0	-0.0256
"X642"	0	-0.0667	-0.0345	-0.0233	0	-0.0357	-0.0417	0	NA
"X6428"	-0.0175	NA	-0.0714	-0.0476	NA	NA	NA	-0.0769	NA
"X6429"	NA	NA	NA	-0.05	0	NA	NA	0	NA
"X6433"	-0.0407	-0.1272	-0.3043	-0.1055	0.0345	-0.0116	-0.104	-0.2353	-0.1921
"X6436"	-0.102	-0.2308	-0.1538	-0.1	-0.1176	-0.0164	-0.1905	0.3407	-0.1724
"X6440"	NA	NA	NA	0	-0.05	0	-0.0204	-0.0256	0
"X6443"	-0.234	-0.2536	-0.4286	-0.0532	-0.2414	-0.1837	-0.0213	0.2453	0.2273
"X6444"	-0.2083	-0.1064	-0.0714	-0.1	-0.0256	-0.1273	0.2647	-0.0244	0.1732
"X6446"	-0.2083	-0.0814	-0.2	0.0977	-0.0303	0.0718	0.088	-0.0526	-0.016
"X6448"	0	NA	NA	-0.0476	-0.0244	NA	NA	0	NA
"X6449"	NA	0	NA	-0.0476	-0.05	NA	NA	NA	-0.027
"X6450"	0.6585	NA	-0.04	0.4667	NA	NA	0	NA	0
"X6452"	-0.0545	NA	-0.0345	-0.1579	-0.012	0	-0.0204	-0.0811	0
"X6453"	-0.0407	-0.1407	-0.3983	-0.3548	0.1231	0.0774	-0.1163	0.0212	-0.1875
"X6454"	NA	-0.037	NA	0	0.3372	-0.0175	NA	NA	0
"X6455"	NA	0	NA	NA	0.4667	NA	NA	NA	-0.0526
"X6458"	0	-0.1071	-0.0714	-0.0769	0	-0.0877	-0.0417	-0.1111	-0.0256
"X646"	-0.0357	-0.1481	NA	NA	NA	-0.0175	0.6571	0	0
"X6464"	-0.0545	-0.0323	-0.0345	NA	0	0	-0.0638	NA	NA
"X6468"	-0.0196	-0.0417	NA	0	NA	0.6557	NA	0	-0.037
"X6469"	-0.0175	NA	NA	-0.0476	0.24	-0.0164	-0.0204	NA	NA
"X6470"	-0.2609	-0.3617	-0.25	NA	-0.0857	-0.0667	-0.1282	-0.0625	-0.28
"X6472"	-0.0247	-0.0031	-0.3043	0	0.3407	0.0217	-0.3889	-0.05	0.2453
"X6477"	0.1018	0.1616	-0.0345	-0.0233	0.4627	0.0677	-0.1364	-0.1667	0.1667
"X6482"	NA	NA	-0.0345	-0.0732	NA	0	NA	-0.0811	NA
"X6486"	-0.0175	-0.0323	NA	NA	-0.0667	0	-0.0222	0	NA
"X6489"	NA	NA	NA	NA	-0.0526	0	0	NA	NA
"X6497"	0.1643	-0.1636	-0.5	-0.1085	0.4048	0.1852	-0.1409	0.0521	0
"X6500"	-0.1154	-0.4091	-0.1538	-0.1053	0.6552	0.1852	-0.1034	-0.0811	-0.05
"X6507"	-0.0741	0.1616	-0.1111	-0.0732	0	0.1107	0.0789	-0.0769	-0.1515
"X6508"	-0.1281	-0.2261	-0.5	-0.2571	-0.0329	0.1168	0.0421	-0.4815	-0.0244
"X6509"	NA	0	NA	NA	-0.05	NA	NA	NA	NA
"X6510"	NA	NA	NA	NA	-0.0526	NA	NA	NA	NA
"X6513"	0	-0.0182	-0.0345	NA	NA	0.6582	0.6034	NA	0.6512
"X6514"	NA	-0.0159	NA	-0.0476	0	NA	NA	-0.0256	NA
"X6515"	NA	0	-0.0714	-0.1765	0	NA	NA	-0.0303	NA
"X6523"	0.275	-0.0146	-0.1111	-0.0732	-0.0625	0.275	0.064	-0.1053	-0.1176
"X6527"	0.1164	0.2105	-0.0714	0.4576	NA	0.1064	0.3514	0.4576	0.6486
"X6529"	-0.0741	-0.0159	0	NA	NA	-0.0455	-0.0244	NA	1
"X653"	-0.0175	-0.0847	-0.1111	0.1852	-0.0588	-0.0169	-0.0435	0.5078	-0.1176
"X6530"	-0.0476	0.4713	-0.1304	-0.1579	0.1593	0.2254	-0.1	-0.1111	0.4468
"X6540"	-0.0545	-0.1228	-0.1111	0.1852	0.3824	-0.1071	0	-0.1053	-0.0526
"X6543"	NA	0	0	NA	-0.0526	NA	NA	NA	NA
"X6546"	NA	-0.0159	-0.0345	0	-0.0526	NA	NA	-0.0526	NA
"X6547"	-0.0943	-0.1034	0	0	0	-0.1321	-0.0667	-0.0811	-0.0256
"X6548"	0.3364	-0.1985	-0.3636	0.1093	0.2453	-0.1827	0.28	0.083	0.1589
"X6554"	-0.1837	-0.2075	-0.25	0.2542	0.7835	-0.2083	-0.2195	0	0.0642
"X6558"	-0.3023	-0.2322	-0.3983	-0.4609	0.3073	0.0055	-0.1993	-0.2621	0.1127
"X6561"	-0.16	-0.1034	-0.1111	-0.1667	-0.2121	0	-0.0857	-0.1515	0
"X6564"	NA	NA	NA	NA	-0.1875	NA	0	0	NA
"X6573"	NA	1	-0.2174	-0.1351	NA	NA	NA	0	0
"X6578"	-0.1373	-0.0667	-0.0714	NA	-0.0256	0	0.4699	NA	-0.0857
"X6585"	NA	NA	NA	NA	-0.0526	NA	NA	0	NA
"X6589"	NA	NA	NA	NA	NA	NA	NA	0	-0.0526
"X6590"	-0.0545	0	0	-0.0233	-0.1111	-0.0877	-0.0417	-0.0244	-0.0256
"X6591"	0	NA	NA	0	NA	NA	NA	-0.0256	NA
"X6592"	-0.1064	-0.0741	-0.2381	-0.1176	-0.0667	-0.0811	0	-0.1176	-0.1111
"X6598"	0.2368	-0.1429	-0.2174	-0.0732	-0.0556	0.2911	0.3514	-0.2	0.2357
"X66"	0	-0.0323	NA	NA	-0.0244	0	-0.0417	-0.05	-0.0244
"X6600"	0	-0.0847	-0.0714	-0.0769	0.2453	0	-0.0476	-0.0256	0
"X6611"	-0.0175	0	0	-0.0244	-0.0556	-0.069	-0.0204	0	NA
"X6613"	-0.0943	-0.1228	0	NA	NA	0	-0.0303	NA	-0.0909
"X6619"	-0.0545	-0.0492	-0.0345	-0.0732	-0.0526	-0.0196	-0.0435	0.4667	0.5078
"X6626"	NA	NA	0	NA	-0.0256	-0.0345	NA	0	0
"X6628"	-0.16	-0.3333	-0.1538	0.0571	-0.1053	-0.0169	-0.1905	-0.0244	-0.0857
"X6630"	-0.0175	-0.0492	0	-0.05	0.6552	NA	NA	-0.0811	0.4684
"X6636"	NA	NA	NA	NA	NA	NA	NA	NA	-0.0303
"X664"	-0.0643	-0.1636	-0.1111	-0.1282	0	0.6557	-0.1852	-0.0256	-0.0769
"X6658"	0.0284	-0.0814	-0.1321	-0.1351	0.1064	0.1948	0.0582	0.4667	0.0732
"X6661"	-0.2541	-0.4545	-0.25	-0.0476	-0.1111	-0.24	-0.1905	-0.05	-0.0843
"X6665"	0.1018	-0.3191	-0.2	-0.2242	-0.0857	-0.0526	-0.2308	-0.1921	-0.1429
"X6666"	-0.0545	-0.0492	0	0	0	-0.0545	0	-0.0811	-0.1351
"X6679"	0.1018	-0.0031	-0.1111	-0.2727	-0.2	0.363	0.1892	-0.0244	-0.027
"X6681"	-0.0691	-0.0323	-0.5	-0.3548	0.1742	0.1622	0.1166	-0.1786	0.1915
"X6684"	0.0569	-0.1228	-0.0714	0.4699	-0.0857	0.2045	-0.0213	-0.1111	-0.0811
"X6686"	NA	NA	NA	-0.0256	NA	NA	NA	-0.05	NA
"X6691"	-0.0545	0	0	NA	-0.0286	NA	0	NA	-0.0769
"X6692"	-0.098	-0.1034	-0.0345	0	0	0.1975	-0.2353	-0.0811	-0.027
"X6693"	NA	0	0	-0.0769	-0.1429	0	-0.0213	-0.1667	NA
"X6694"	0.275	-0.0667	0	0	NA	-0.1071	-0.0638	NA	0
"X6697"	-0.0943	-0.1636	-0.1538	-0.0233	-0.0526	0.2996	-0.0638	-0.1351	-0.1515
"X670"	NA	-0.0492	0	0	-0.0556	0	0	-0.2143	NA
"X6701"	-0.1373	-0.0323	0.2105	0.1506	-0.2857	-0.0667	-0.0732	-0.1168	1
"X6703"	NA	NA	0	0.6552	NA	NA	NA	0	NA
"X6707"	-0.0331	-0.3333	0.1589	-0.0896	-0.0244	0.1064	-0.1707	-0.2353	-0.1429
"X6708"	NA	NA	NA	-0.0233	NA	NA	NA	-0.05	NA
"X6709"	0.1254	-0.0909	-0.4286	0.2025	0.0079	0.2162	0.1481	-0.223	0.234
"X671"	-0.0545	-0.1228	0.4545	0	NA	0.2996	0.2615	-0.1429	0.088
"X6714"	0.1692	-0.0877	-0.1111	-0.2571	0.0221	-0.102	-0.0222	0.3066	0.6211
"X6715"	-0.2294	-0.2217	-0.3636	-0.0233	0.2766	0.4509	0.1589	-0.2294	-0.0244
"X6718"	0	0	NA	-0.0233	NA	0	NA	NA	NA
"X6723"	0	-0.0159	NA	-0.0476	-0.0256	NA	NA	NA	NA
"X6724"	0	NA	NA	0	0	NA	NA	-0.05	NA
"X6735"	0	-0.0164	0	-0.1351	NA	0	NA	-0.1515	0
"X6736"	0.2368	-0.0847	-0.2	-0.123	-0.1053	0.1107	-0.1364	-0.1429	-0.1351
"X674"	-0.1154	-0.1228	-0.1111	-0.1111	-0.0244	-0.069	0.3534	0.4684	-0.0811
"X6740"	-0.16	-0.28	0.0323	-0.3793	-0.1429	0.2314	-0.2973	-0.1168	-0.2
"X6750"	NA	NA	-0.0714	-0.0233	-0.0244	0	NA	-0.1667	NA
"X6753"	0	0	0	-0.1579	-0.0526	NA	NA	-0.0769	NA
"X6755"	-0.1387	-0.1698	-0.3043	-0.5	0.0977	-0.1429	0.3239	-0.1484	-0.1429
"X6757"	-0.2083	-0.0847	-0.1111	-0.1892	-0.2	0.2105	-0.1628	-0.1053	-0.1429
"X6759"	-0.0233	-0.0233	NA	NA	NA	NA	-0.037	NA	0.4194
"X676"	-0.0741	-0.1852	-0.2	0.6562	-0.0244	0.2105	-0.0638	NA	-0.1875
"X6761"	-0.2083	-0.1724	-0.2397	-0.144	0.6283	0.1329	-0.0286	-0.1	-0.0678
"X6762"	-0.0189	-0.0189	-0.12	-0.0286	0	-0.1667	-0.0526	-0.0286	-0.0588
"X6765"	-0.0545	-0.0877	NA	NA	NA	-0.0811	0	NA	0
"X6766"	-0.0175	0	0	0.1064	0	-0.0189	-0.0233	-0.0857	NA
"X6768"	-0.2683	0.3	-0.6	-0.0329	0.3836	0.2	-0.0678	0.2117	0.2574
"X6769"	0	-0.0323	NA	0	0.0977	0.363	0	0.3437	0
"X6776"	-0.0357	-0.0492	0	NA	0	-0.0333	-0.0204	NA	-0.0244
"X6777"	-0.0741	0	0	-0.1892	-0.0526	-0.0169	-0.0435	-0.0811	-0.05
"X6790"	-0.0357	-0.0323	-0.037	0.4667	0.6545	-0.0526	0	-0.0857	-0.0556
"X6794"	NA	NA	NA	NA	-0.027	NA	NA	0	NA
"X6796"	-0.0357	0.2791	-0.04	-0.05	-0.0303	-0.0943	0.4279	0.6262	-0.2
"X6797"	0.2077	-0.0159	NA	NA	NA	0	-0.0638	NA	-0.0769
"X6798"	0.0151	-0.1724	0.2105	-0.0476	0.4684	-0.0169	0.5192	0.1593	-0.3103
"X6799"	-0.0455	0.0508	-0.0909	-0.2121	-0.037	0.2195	0.3036	0.1969	0.2574
"X68"	NA	0	0	-0.0244	-0.027	NA	NA	NA	1
"X6802"	-0.3245	-0.24	-0.2	-0.5714	0.24	0.102	-0.1115	0.0411	0.1915
"X6803"	0.0569	-0.3061	-0.1111	-0.0233	0	0.1667	-0.1034	0	-0.0303
"X6805"	-0.1837	0.363	NA	0	NA	-0.1429	-0.0323	-0.0556	-0.1111
"X6817"	-0.0821	-0.242	-0.5	-0.1892	0.0933	0.1842	-0.011	0.1617	0.2941
"X6819"	0.0852	-0.1636	-0.2162	0.0584	0.1732	-0.1234	0.4085	0.3782	0.4603
"X6821"	-0.0175	-0.0164	-0.1538	NA	0	0.4316	-0.0233	0.6531	0.4627
"X6822"	-0.0741	-0.0667	-0.1111	-0.0732	-0.1667	-0.0909	-0.0417	-0.0244	NA
"X6826"	0.0569	-0.069	-0.1111	-0.1351	0.3898	0.4604	0.6571	-0.1111	-0.027
"X6827"	-0.0741	-0.0159	0	0	NA	0	-0.1	NA	0
"X6832"	-0.0357	-0.2083	-0.1667	NA	0.3372	0	-0.0476	NA	-0.0667
"X6833"	0.0392	-0.2126	-0.2162	-0.0394	0.2245	0.1346	0.0625	-0.1484	0.1628
"X6836"	-0.0943	-0.0766	-0.6667	0.0638	-0.2727	-0.1382	-0.0586	0.0212	0.083
"X6837"	-0.0175	-0.0667	NA	-0.0233	0.6552	0.5254	0	-0.027	0.6557
"X684"	-0.0545	-0.1034	-0.0345	0	0	-0.037	-0.0213	NA	-0.1053
"X6842"	-0.0175	NA	NA	-0.1	-0.027	0	NA	0	NA
"X6846"	-0.0175	0	0	-0.0857	-0.0769	-0.0476	-0.0222	-0.0303	NA
"X6847"	NA	NA	NA	-0.1515	0.088	NA	NA	-0.0244	NA
"X6850"	0.275	0.2771	0.0323	0	0.4667	-0.037	0.5918	NA	-0.0286
"X6851"	-0.2151	-0.1768	-0.4737	-0.0233	0.0357	0.262	0.2542	0.1047	-0.1856
"X6856"	0.4775	-0.0667	0	-0.2	0.3949	-0.0588	-0.0952	-0.0811	0
"X6857"	NA	NA	NA	NA	0.4576	NA	NA	NA	NA
"X6858"	-0.0566	-0.0164	NA	-0.2571	-0.0857	-0.0333	-0.0435	-0.5385	NA
"X6860"	-0.46	-0.0794	-0.4286	-0.3913	-0.1852	-0.047	-0.1459	-0.3846	-0.0526
"X6862"	-0.0247	-0.1852	0.0323	0.0552	-0.1429	-0.1071	0.4725	-0.1351	0.1617
"X6863"	-0.5657	-0.3861	-0.3043	0.1139	0.0345	0.0447	-0.2121	0.0217	-0.3784
"X6872"	0	-0.0323	NA	0	0	-0.0333	0.3534	1	0
"X6876"	0.2104	-0.2536	-0.2162	-0.0769	0.3488	-0.0638	-0.1803	-0.2955	0.083
"X6877"	-0.1154	-0.0667	-0.0345	-0.0244	0.3226	-0.0175	-0.0213	-0.1111	-0.0556
"X6879"	-0.0741	-0.0323	-0.0345	0	-0.0769	-0.12	-0.0204	NA	0
"X6882"	0	-0.0508	0	NA	NA	0.3617	-0.0417	NA	-0.027
"X6883"	-0.0633	-0.0383	-0.1321	0.0977	-0.1429	-0.139	0.0718	-0.0471	0.2267
"X6884"	-0.0175	-0.1852	-0.0345	-0.0769	0.3407	-0.0526	-0.0638	0.1617	0
"X6885"	-0.0545	-0.0508	0.6512	NA	0.5	0.234	0.4545	0	0.5
"X6886"	0.3603	-0.0667	-0.0714	0	NA	-0.0385	-0.0213	NA	1
"X6892"	-0.0175	-0.0159	0	NA	-0.0588	-0.0182	-0.0638	0	0
"X6893"	-0.0175	-0.1429	0.6512	-0.0244	NA	0.2132	-0.0435	-0.0811	1
"X6899"	-0.0407	-0.4291	-0.5789	-0.1917	0.0212	0	-0.0976	-0.1856	-0.0312
"X6900"	-0.0943	-0.0323	-0.0345	-0.0532	-0.0256	-0.0175	-0.0204	-0.0811	0
"X6901"	-0.0545	-0.1636	0	-0.1282	0.0345	-0.0508	-0.087	0.3437	-0.0769
"X6903"	-0.3333	-0.1327	-0.1345	-0.4867	0.2941	0.0447	0.2143	-0.012	-0.0588
"X6904"	-0.0357	-0.0159	NA	NA	NA	-0.08	-0.0222	NA	NA
"X6906"	-0.2889	-0.0492	-0.3043	-0.5556	0.3226	-0.069	-0.0638	0.1845	-0.3125
"X6908"	-0.0407	-0.1985	-0.05	-0.0394	-0.1215	0.1268	-0.4706	-0.0678	0.1047
"X6915"	-0.381	-0.2551	-0.2162	-0.0896	0.2453	-0.2022	-0.2598	-0.3927	-0.1168
"X6920"	NA	NA	NA	NA	-0.0556	NA	0	NA	NA
"X6922"	0	NA	NA	NA	-0.0244	NA	NA	0	NA
"X6924"	-0.2083	0.0336	-0.0714	NA	-0.0526	0.0217	-0.1163	-0.0811	0.0455
"X6928"	NA	-0.0492	0	NA	0.3372	0	0	-0.027	NA
"X6930"	NA	-0.0159	NA	NA	0	-0.0435	-0.0244	NA	NA
"X6933"	-0.0741	-0.1228	-0.0345	NA	0	-0.0385	-0.05	NA	-0.0968
"X6938"	NA	NA	NA	-0.05	0	NA	NA	NA	NA
"X6943"	-0.2889	-0.2087	-0.3636	-0.1579	-0.25	0.0802	0.0283	-0.1786	-0.2143
"X6958"	-0.0566	-0.0877	-0.0345	-0.1579	-0.1351	-0.1071	-0.0638	-0.1111	-0.1111
"X696"	NA	-0.0159	-0.0345	NA	-0.0256	-0.0175	0	NA	0
"X6962"	-0.2174	-0.2536	-0.2	0.2357	0.0345	0.1758	0.0552	0.2969	0.1742
"X6965"	-0.0943	-0.0164	-0.0714	-0.1111	-0.0556	0.6552	0	-0.1176	0.4667
"X6975"	-0.0357	-0.0169	NA	NA	0.4648	NA	NA	NA	0
"X6979"	0.0151	-0.1852	-0.1538	0.0043	-0.0256	-0.2174	-0.2632	-0.0896	-0.1765
"X6980"	0	0	0	0	-0.0556	0.6591	0	0	NA
"X6983"	0.0569	-0.0031	-0.1538	0	-0.0588	-0.1698	-0.1707	0	-0.1333
"X6986"	-0.0357	-0.1034	-0.0345	NA	0.451	-0.0357	-0.0417	NA	-0.0323
"X6989"	-0.0943	-0.0323	-0.1538	-0.0732	0	0.5229	-0.0909	-0.0588	-0.05
"X6991"	-0.0633	-0.1273	-0.2	0.7063	0.2969	0.0968	0.1892	-0.0256	-0.125
"X6998"	0.3603	-0.1034	-0.2	0.6562	1	-0.0741	0.3534	-0.1111	-0.0968
"X6999"	NA	NA	NA	NA	0.6545	NA	NA	NA	NA
"X70"	NA	-0.0323	0	0	NA	0	0	1	NA
"X7000"	-0.0175	-0.0492	-0.0345	-0.1429	-0.0345	-0.0357	-0.0204	0.2357	-0.0256
"X7004"	NA	NA	NA	NA	-0.0588	NA	NA	0	NA
"X7009"	0	NA	NA	NA	-0.0769	NA	NA	0	0
"X701"	-0.0357	-0.0667	0	NA	-0.027	NA	0	0	NA
"X7014"	-0.1519	-0.242	0.2574	0.3226	0.2117	0.1304	-0.0909	0.3333	-0.2611
"X7015"	0.0151	-0.0098	-0.1111	-0.0244	-0.0811	-0.1429	0.3725	0.0221	-0.0811
"X7018"	NA	NA	NA	NA	-0.0244	NA	NA	NA	NA
"X7022"	-0.0175	-0.0323	0	NA	NA	0	0.6575	0	0
"X7023"	-0.2151	-0.4691	-0.25	-0.0046	0.2245	-0.0023	-0.1234	0.0043	0.0732
"X7024"	-0.0357	-0.0667	-0.1538	-0.0233	-0.05	-0.0182	-0.0417	-0.05	-0.027
"X7027"	-0.0357	-0.0323	NA	0	NA	-0.0566	-0.0244	0	0.24
"X7031"	-0.0943	-0.3502	-0.25	-0.1	-0.2121	0.3384	-0.2195	-0.1053	-0.3125
"X7033"	-0.1154	-0.0667	NA	-0.0233	-0.0811	0.2703	1	-0.0244	-0.0556
"X7038"	-0.098	-0.1138	0.1532	0.3231	-0.1818	0.0158	0.0865	-0.0769	-0.0329
"X7039"	NA	0	NA	NA	-0.0526	NA	-0.0213	0	NA
"X704"	-0.1154	0.1146	-0.1111	-0.0233	NA	0.0913	0	NA	0
"X7041"	-0.0545	-0.2261	-0.6116	-0.1053	-0.0909	0.0909	0.2182	-0.2258	-0.2258
"X7043"	-0.0357	-0.1034	-0.0345	-0.1282	-0.1429	-0.0357	-0.0213	-0.0811	NA
"X7045"	-0.0357	-0.1071	-0.0345	0	NA	-0.1111	-0.1429	NA	-0.0811
"X7046"	-0.0741	-0.0492	-0.0714	-0.0233	0.6545	NA	NA	-0.1351	0
"X705"	-0.0357	0	NA	NA	0	-0.0526	-0.0323	NA	NA
"X7052"	0.1329	-0.28	-0.1321	0.1506	0.2453	-0.2727	0.1141	0.1667	-0.2353
"X706"	-0.0943	-0.0667	-0.0714	NA	NA	-0.0508	0	NA	-0.0244
"X7060"	0	-0.0492	-0.1538	-0.0244	0	NA	0.4627	-0.0588	-0.0256
"X7061"	-0.1837	-0.1228	-0.0714	NA	0	-0.0877	NA	-0.0526	-0.0526
"X7066"	0	NA	-0.0345	NA	-0.1111	NA	-0.0204	NA	NA
"X7067"	-0.0175	-0.0159	NA	0	0	0	-0.0204	NA	-0.0857
"X7068"	NA	NA	NA	0	NA	NA	NA	-0.0286	NA
"X7078"	NA	-0.0492	NA	0	-0.0244	NA	NA	NA	NA
"X7082"	0.0852	-0.0541	-0.2397	0.2326	-0.2294	0.0677	-0.1364	-0.3548	0.3151
"X7084"	0.0157	0.2857	-0.0345	0.0909	0.1849	0.1385	0.3514	0.5041	0.088
"X7089"	-0.0943	-0.0492	NA	-0.0244	-0.0556	0	NA	0.3437	NA
"X7094"	-0.0175	-0.0667	-0.0714	-0.0244	0	-0.0164	-0.0417	0.6552	0
"X7096"	0.1329	-0.28	-0.1345	-0.1617	0.2772	0.1107	-0.0286	-0.0628	0.3226
"X71"	NA	NA	NA	NA	-0.0244	NA	NA	NA	NA
"X7101"	0	-0.0492	-0.0345	-0.0233	NA	-0.0943	-0.0909	0	0.3372
"X7102"	NA	NA	NA	NA	-0.0303	NA	0	0.6545	0
"X7103"	0	-0.0175	0	-0.0588	-0.027	-0.0169	0	0	NA
"X7108"	-0.0357	0	-0.1111	-0.0732	0	0	-0.0417	NA	0
"X7111"	0	NA	NA	-0.0256	NA	NA	NA	-0.0769	NA
"X7112"	-0.0058	-0.0372	-0.2	-0.05	NA	-0.0086	-0.0909	-0.0526	0.0977
"X7113"	0.6588	0	NA	-0.1	0.3407	-0.0175	-0.1163	0	NA
"X7117"	NA	NA	NA	NA	-0.0303	0.6571	0	0	1
"X7121"	-0.0943	-0.0383	-0.05	0.083	0.1667	-0.1304	-0.1111	-0.3793	-0.1429
"X7124"	NA	NA	NA	NA	0.4545	NA	NA	NA	NA
"X7127"	0	-0.0159	NA	-0.0732	-0.1111	-0.0357	-0.0417	-0.0256	-0.027
"X7130"	-0.2609	0.011	-0.2162	-0.1055	0.0286	-0.0943	-0.1234	-0.0244	-0.1786
"X7131"	0	0	NA	0	-0.0323	NA	NA	0	NA
"X7136"	0.275	0.0336	0.4545	-0.1034	-0.1613	-0.1013	-0.1628	0.088	0.3372
"X7138"	-0.0175	-0.0323	NA	NA	0	-0.0526	-0.0204	-0.0769	NA
"X7139"	-0.0545	-0.0492	-0.1111	0.1791	-0.0526	-0.0164	-0.0909	0.3407	0
"X7144"	-0.0643	0.0625	-0.4444	-0.1282	-0.0588	0.0428	0.3671	0.5078	-0.2353
"X7145"	-0.1891	-0.2081	-0.3043	-0.2618	0.0256	-0.1215	0.125	-0.1753	-0.2414
"X7148"	-0.1373	-0.1636	-0.0345	0.1791	-0.0811	-0.1321	0.3534	-0.0769	0
"X7152"	0.0569	-0.2157	0.0323	0	-0.05	0.0913	-0.1707	-0.0678	-0.1333
"X7154"	-0.0545	-0.0847	-0.0345	NA	-0.1765	0.2911	-0.0732	0	0.1732
"X7156"	-0.0633	-0.4291	0.2308	-0.3333	-0.1818	0.1345	0.0291	-0.4	0.0411
"X7158"	NA	NA	NA	0.6562	-0.1765	0	0	-0.0526	-0.05
"X7159"	0	-0.0159	0	0	0.1667	NA	NA	-0.0811	0
"X716"	-0.0943	-0.28	NA	-0.0233	-0.027	-0.0638	0.24	0	0.1593
